,lyft_display_name,lyft_max_estimate,lyft_min_estimate,lyft_distance,lyft_duration,lyft_category
3097,Lyft Line,300,300,2.42,645,Carpool Service
3103,Lyft Line,307,307,2.15,523,Carpool Service
3109,Lyft Line,311,311,2.28,425,Carpool Service
3115,Lyft Line,318,318,1.86,529,Carpool Service
3121,Lyft Line,469,469,1.52,413,Carpool Service
3127,Lyft Line,323,323,2.59,405,Carpool Service
3133,Lyft Line,310,310,1.73,523,Carpool Service
3139,Lyft Line,311,311,2.59,599,Carpool Service
3145,Lyft Line,427,427,1.71,414,Carpool Service
3151,Lyft Line,341,341,3.05,671,Carpool Service
3157,Lyft Line,329,329,2.85,569,Carpool Service
3163,Lyft Line,313,313,1.93,467,Carpool Service
3169,Lyft Line,351,351,2.98,701,Carpool Service
3175,Lyft Line,303,303,1.85,600,Carpool Service
3181,Lyft Line,331,331,2.6,680,Carpool Service
3187,Lyft Line,322,322,2.28,454,Carpool Service
3193,Lyft Line,361,361,3.12,728,Carpool Service
3199,Lyft Line,322,322,2.13,569,Carpool Service
3205,Lyft Line,342,342,3.05,745,Carpool Service
3211,Lyft Line,590,590,3.61,713,Carpool Service
3217,Lyft Line,625,625,3.32,839,Carpool Service
3223,Lyft Line,308,308,1.86,453,Carpool Service
3229,Lyft Line,306,306,1.9,484,Carpool Service
3235,Lyft Line,314,314,2.6,540,Carpool Service
3241,Lyft Line,308,308,2.7,606,Carpool Service
3247,Lyft Line,299,299,1.84,642,Carpool Service
3253,Lyft Line,724,724,3.82,857,Carpool Service
3259,Lyft Line,310,310,2.49,629,Carpool Service
3265,Lyft Line,313,313,2.63,588,Carpool Service
3271,Lyft Line,299,299,1.91,486,Carpool Service
3277,Lyft Line,475,475,1.52,440,Carpool Service
3283,Lyft Line,299,299,1.92,549,Carpool Service
3289,Lyft Line,320,320,2.85,745,Carpool Service
3295,Lyft Line,304,304,2.42,676,Carpool Service
3301,Lyft Line,320,320,2.26,581,Carpool Service
3307,Lyft Line,323,323,2.52,643,Carpool Service
3313,Lyft Line,310,310,2.37,675,Carpool Service
3319,Lyft Line,313,313,2.1,520,Carpool Service
3325,Lyft Line,340,340,2.96,793,Carpool Service
3331,Lyft Line,338,338,3.12,711,Carpool Service
3337,Lyft Line,311,311,2.42,516,Carpool Service
3343,Lyft Line,733,733,1.95,528,Carpool Service
3349,Lyft Line,306,306,1.8,576,Carpool Service
3355,Lyft Line,628,628,2.76,573,Carpool Service
3361,Lyft Line,303,303,2.51,633,Carpool Service
3367,Lyft Line,335,335,3.21,720,Carpool Service
3373,Lyft Line,329,329,2.97,641,Carpool Service
3379,Lyft Line,340,340,3.32,719,Carpool Service
3385,Lyft Line,666,666,2.37,601,Carpool Service
3391,Lyft Line,308,308,2.06,498,Carpool Service
3397,Lyft Line,307,307,2.55,644,Carpool Service
3403,Lyft Line,314,314,2.78,631,Carpool Service
3409,Lyft Line,345,345,3.04,716,Carpool Service
3415,Lyft Line,311,311,2.58,583,Carpool Service
3421,Lyft Line,320,320,2.12,685,Carpool Service
3427,Lyft Line,307,307,2.82,639,Carpool Service
3433,Lyft Line,340,340,3.11,728,Carpool Service
3439,Lyft Line,336,336,3.08,703,Carpool Service
3445,Lyft Line,775,775,4.17,896,Carpool Service
3451,Lyft Line,314,314,2.71,581,Carpool Service
3457,Lyft Line,315,315,2.29,524,Carpool Service
3463,Lyft Line,997,997,3.77,871,Carpool Service
3469,Lyft Line,648,648,3.68,761,Carpool Service
3475,Lyft Line,613,613,3.38,856,Carpool Service
3481,Lyft Line,320,320,2.13,690,Carpool Service
3487,Lyft Line,318,318,1.54,432,Carpool Service
3493,Lyft Line,930,930,3.01,742,Carpool Service
3499,Lyft Line,310,310,2.03,462,Carpool Service
3505,Lyft Line,325,325,2.57,726,Carpool Service
3511,Lyft Line,748,748,2.22,569,Carpool Service
3517,Lyft Line,714,714,1.95,536,Carpool Service
3523,Lyft Line,598,598,3.51,799,Carpool Service
3529,Lyft Line,309,309,1.83,592,Carpool Service
3535,Lyft Line,312,312,2.83,591,Carpool Service
3541,Lyft Line,344,344,2.08,577,Carpool Service
3547,Lyft Line,325,325,3.02,636,Carpool Service
3553,Lyft Line,327,327,2.85,613,Carpool Service
3559,Lyft Line,319,319,2.25,507,Carpool Service
3565,Lyft Line,312,312,1.97,565,Carpool Service
3571,Lyft Line,394,394,1.7,499,Carpool Service
3577,Lyft Line,306,306,2.53,660,Carpool Service
3583,Lyft Line,321,321,2.85,631,Carpool Service
3589,Lyft Line,319,319,2.45,786,Carpool Service
3595,Lyft Line,309,309,2.16,734,Carpool Service
3601,Lyft Line,314,314,1.86,498,Carpool Service
3607,Lyft Line,310,310,2.52,594,Carpool Service
3613,Lyft Line,314,314,2.38,777,Carpool Service
3619,Lyft Line,781,781,4.14,934,Carpool Service
3625,Lyft Line,520,520,2.36,472,Carpool Service
3631,Lyft Line,332,332,3.08,671,Carpool Service
3637,Lyft Line,316,316,2.41,563,Carpool Service
3643,Lyft Line,315,315,2.69,679,Carpool Service
3649,Lyft Line,307,307,2.41,710,Carpool Service
3655,Lyft Line,318,318,2.83,643,Carpool Service
3661,Lyft Line,308,308,2.68,618,Carpool Service
3667,Lyft Line,304,304,2.15,561,Carpool Service
3673,Lyft Line,303,303,1.91,577,Carpool Service
3679,Lyft Line,310,310,2.57,673,Carpool Service
3685,Lyft Line,304,304,2.41,536,Carpool Service
3691,Lyft Line,309,309,2.65,635,Carpool Service
3697,Lyft Line,311,311,2.37,682,Carpool Service
3703,Lyft Line,751,751,2.58,691,Carpool Service
3709,Lyft Line,304,304,1.99,555,Carpool Service
3715,Lyft Line,397,397,1.62,449,Carpool Service
3721,Lyft Line,331,331,2.9,736,Carpool Service
3727,Lyft Line,451,451,3.26,801,Carpool Service
3733,Lyft Line,645,645,2.44,488,Carpool Service
3739,Lyft Line,479,479,2.29,514,Carpool Service
3745,Lyft Line,818,818,3.06,918,Carpool Service
3751,Lyft Line,301,301,2.19,511,Carpool Service
3757,Lyft Line,324,324,2.88,760,Carpool Service
3763,Lyft Line,322,322,2.7,646,Carpool Service
3769,Lyft Line,407,407,3.01,874,Carpool Service
3775,Lyft Line,723,723,3.62,869,Carpool Service
3781,Lyft Line,632,632,2.41,578,Carpool Service
3787,Lyft Line,301,301,2.19,511,Carpool Service
3793,Lyft Line,314,314,1.84,567,Carpool Service
3799,Lyft Line,313,313,2.8,693,Carpool Service
3805,Lyft Line,331,331,3.1,747,Carpool Service
3811,Lyft Line,449,449,1.64,285,Carpool Service
3817,Lyft Line,309,309,2.04,580,Carpool Service
3823,Lyft Line,310,310,2.3,552,Carpool Service
3829,Lyft Line,430,430,1.53,462,Carpool Service
3835,Lyft Line,305,305,2.83,686,Carpool Service
3841,Lyft Line,758,758,2.93,780,Carpool Service
3847,Lyft Line,393,393,3.23,775,Carpool Service
3853,Lyft Line,358,358,3.2,760,Carpool Service
3859,Lyft Line,1100,1100,4.12,830,Carpool Service
3865,Lyft Line,797,797,2.41,686,Carpool Service
3871,Lyft Line,339,339,3.04,748,Carpool Service
3877,Lyft Line,541,541,2.18,505,Carpool Service
3883,Lyft Line,374,374,1.97,347,Carpool Service
3889,Lyft Line,333,333,2.13,544,Carpool Service
3895,Lyft Line,315,315,1.88,593,Carpool Service
3901,Lyft Line,921,921,2.63,591,Carpool Service
3907,Lyft Line,861,861,1.75,510,Carpool Service
3913,Lyft Line,1440,1440,2.63,683,Carpool Service
3919,Lyft Line,313,313,1.86,511,Carpool Service
3925,Lyft Line,330,330,2.97,698,Carpool Service
3931,Lyft Line,720,720,2.3,493,Carpool Service
3937,Lyft Line,664,664,2.44,707,Carpool Service
3943,Lyft Line,318,318,3.13,620,Carpool Service
3949,Lyft Line,816,816,3.33,852,Carpool Service
3955,Lyft Line,312,312,2.55,618,Carpool Service
3961,Lyft Line,315,315,1.43,515,Carpool Service
3967,Lyft Line,316,316,1.72,613,Carpool Service
3973,Lyft Line,335,335,2.71,829,Carpool Service
3979,Lyft Line,321,321,2.8,685,Carpool Service
3985,Lyft Line,710,710,2.45,748,Carpool Service
3991,Lyft Line,306,306,1.95,650,Carpool Service
3997,Lyft Line,625,625,1.82,571,Carpool Service
4003,Lyft Line,308,308,2.41,718,Carpool Service
4009,Lyft Line,349,349,2.23,624,Carpool Service
4015,Lyft Line,311,311,1.62,511,Carpool Service
4021,Lyft Line,338,338,2.92,699,Carpool Service
4027,Lyft Line,613,613,1.87,730,Carpool Service
4033,Lyft Line,303,303,1.96,628,Carpool Service
4039,Lyft Line,355,355,2.97,794,Carpool Service
4045,Lyft Line,313,313,1.95,638,Carpool Service
4051,Lyft Line,818,818,3.01,923,Carpool Service
4057,Lyft Line,317,317,2.39,647,Carpool Service
4063,Lyft Line,488,488,1.52,490,Carpool Service
4069,Lyft Line,310,310,2.01,664,Carpool Service
4075,Lyft Line,329,329,1.9,532,Carpool Service
4081,Lyft Line,310,310,2.02,463,Carpool Service
4087,Lyft Line,312,312,2.19,675,Carpool Service
4093,Lyft Line,320,320,2.47,567,Carpool Service
4099,Lyft Line,310,310,2.69,625,Carpool Service
4105,Lyft Line,608,608,1.9,607,Carpool Service
4111,Lyft Line,698,698,2.99,677,Carpool Service
4117,Lyft Line,730,730,3.64,952,Carpool Service
4123,Lyft Line,314,314,1.84,504,Carpool Service
4129,Lyft Line,310,310,2.62,657,Carpool Service
4135,Lyft Line,310,310,2.57,596,Carpool Service
4141,Lyft Line,533,533,3.04,905,Carpool Service
4147,Lyft Line,312,312,2.32,557,Carpool Service
4153,Lyft Line,314,314,2.52,573,Carpool Service
4159,Lyft Line,331,331,3.01,692,Carpool Service
4165,Lyft Line,307,307,2.62,626,Carpool Service
4171,Lyft Line,466,466,3.35,797,Carpool Service
4177,Lyft Line,314,314,2.42,684,Carpool Service
4183,Lyft Line,315,315,2.78,720,Carpool Service
4189,Lyft Line,329,329,2.86,734,Carpool Service
4195,Lyft Line,305,305,2.23,763,Carpool Service
4201,Lyft Line,658,658,3.43,774,Carpool Service
4207,Lyft Line,708,708,3.92,726,Carpool Service
4213,Lyft Line,312,312,2.7,731,Carpool Service
4219,Lyft Line,411,411,3.46,727,Carpool Service
4225,Lyft Line,309,309,2.45,712,Carpool Service
4231,Lyft Line,802,802,4.54,995,Carpool Service
4237,Lyft Line,308,308,2.6,570,Carpool Service
4243,Lyft Line,307,307,1.88,493,Carpool Service
4249,Lyft Line,793,793,3.05,781,Carpool Service
4255,Lyft Line,309,309,2.01,457,Carpool Service
4261,Lyft Line,306,306,1.72,613,Carpool Service
4267,Lyft Line,920,920,2.78,719,Carpool Service
4273,Lyft Line,726,726,3.51,925,Carpool Service
4279,Lyft Line,336,336,2.15,562,Carpool Service
4285,Lyft Line,334,334,3.24,725,Carpool Service
4291,Lyft Line,474,474,2.36,621,Carpool Service
4297,Lyft Line,779,779,2.44,599,Carpool Service
4303,Lyft Line,348,348,1.73,468,Carpool Service
4309,Lyft Line,314,314,2.48,745,Carpool Service
4315,Lyft Line,340,340,3.06,746,Carpool Service
4321,Lyft Line,313,313,2.45,742,Carpool Service
4327,Lyft Line,303,303,2.08,515,Carpool Service
4333,Lyft Line,314,314,2.07,662,Carpool Service
4339,Lyft Line,682,682,1.98,698,Carpool Service
4345,Lyft Line,597,597,1.62,534,Carpool Service
4351,Lyft Line,319,319,2.13,693,Carpool Service
4357,Lyft Line,303,303,2.27,504,Carpool Service
4363,Lyft Line,558,558,3.14,909,Carpool Service
4369,Lyft Line,375,375,1.45,557,Carpool Service
4375,Lyft Line,327,327,3.0,733,Carpool Service
4381,Lyft Line,316,316,2.44,692,Carpool Service
4387,Lyft Line,308,308,1.86,638,Carpool Service
4393,Lyft Line,305,305,2.43,683,Carpool Service
4399,Lyft Line,317,317,2.18,723,Carpool Service
4405,Lyft Line,311,311,2.23,519,Carpool Service
4411,Lyft Line,307,307,2.09,539,Carpool Service
4417,Lyft Line,337,337,2.93,857,Carpool Service
4423,Lyft Line,473,473,3.29,863,Carpool Service
4429,Lyft Line,314,314,2.55,638,Carpool Service
4435,Lyft Line,718,718,3.41,931,Carpool Service
4441,Lyft Line,306,306,2.2,774,Carpool Service
4447,Lyft Line,640,640,3.04,759,Carpool Service
4453,Lyft Line,332,332,2.85,755,Carpool Service
4459,Lyft Line,310,310,2.55,771,Carpool Service
4465,Lyft Line,643,643,2.09,513,Carpool Service
4471,Lyft Line,358,358,2.76,904,Carpool Service
4477,Lyft Line,314,314,2.07,667,Carpool Service
4483,Lyft Line,325,325,2.84,705,Carpool Service
4489,Lyft Line,305,305,1.96,572,Carpool Service
4495,Lyft Line,769,769,2.83,821,Carpool Service
4501,Lyft Line,405,405,3.22,788,Carpool Service
4507,Lyft Line,517,517,2.35,682,Carpool Service
4513,Lyft Line,304,304,1.57,538,Carpool Service
4519,Lyft Line,305,305,2.08,599,Carpool Service
4525,Lyft Line,307,307,2.19,646,Carpool Service
4531,Lyft Line,346,346,3.08,789,Carpool Service
4537,Lyft Line,704,704,3.58,849,Carpool Service
4543,Lyft Line,776,776,2.13,617,Carpool Service
4549,Lyft Line,306,306,1.73,608,Carpool Service
4555,Lyft Line,799,799,2.97,867,Carpool Service
4561,Lyft Line,317,317,1.98,575,Carpool Service
4567,Lyft Line,328,328,2.87,788,Carpool Service
4573,Lyft Line,327,327,2.95,752,Carpool Service
4579,Lyft Line,751,751,2.58,798,Carpool Service
4585,Lyft Line,477,477,1.5,456,Carpool Service
4591,Lyft Line,331,331,3.01,687,Carpool Service
4597,Lyft Line,303,303,2.27,507,Carpool Service
4603,Lyft Line,1118,1118,3.3,966,Carpool Service
4609,Lyft Line,1230,1230,2.83,807,Carpool Service
4615,Lyft Line,1260,1260,2.79,856,Carpool Service
4621,Lyft Line,845,845,1.89,637,Carpool Service
4627,Lyft Line,404,404,3.13,814,Carpool Service
4633,Lyft Line,306,306,2.0,637,Carpool Service
4639,Lyft Line,814,814,2.87,833,Carpool Service
4645,Lyft Line,303,303,2.14,548,Carpool Service
4651,Lyft Line,336,336,3.04,721,Carpool Service
4657,Lyft Line,1010,1010,3.09,933,Carpool Service
4663,Lyft Line,832,832,2.42,753,Carpool Service
4669,Lyft Line,792,792,1.78,603,Carpool Service
4675,Lyft Line,323,323,1.82,672,Carpool Service
4681,Lyft Line,307,307,2.42,790,Carpool Service
4687,Lyft Line,311,311,2.45,727,Carpool Service
4693,Lyft Line,754,754,3.3,954,Carpool Service
4699,Lyft Line,660,660,3.34,900,Carpool Service
4705,Lyft Line,305,305,1.74,535,Carpool Service
4711,Lyft Line,619,619,1.86,617,Carpool Service
4717,Lyft Line,310,310,2.31,622,Carpool Service
4723,Lyft Line,301,301,1.86,650,Carpool Service
4729,Lyft Line,306,306,2.13,792,Carpool Service
4735,Lyft Line,320,320,2.73,699,Carpool Service
4741,Lyft Line,311,311,2.45,727,Carpool Service
4747,Lyft Line,306,306,2.05,535,Carpool Service
4753,Lyft Line,311,311,2.35,692,Carpool Service
4759,Lyft Line,325,325,2.33,661,Carpool Service
4765,Lyft Line,300,300,2.15,530,Carpool Service
4771,Lyft Line,314,314,2.33,629,Carpool Service
4777,Lyft Line,305,305,1.69,560,Carpool Service
4783,Lyft Line,303,303,1.94,636,Carpool Service
4789,Lyft Line,712,712,3.49,930,Carpool Service
4795,Lyft Line,315,315,2.17,504,Carpool Service
4801,Lyft Line,307,307,2.44,621,Carpool Service
4807,Lyft Line,304,304,2.1,719,Carpool Service
4813,Lyft Line,331,331,2.6,738,Carpool Service
4819,Lyft Line,320,320,2.51,870,Carpool Service
4825,Lyft Line,367,367,1.6,495,Carpool Service
4831,Lyft Line,318,318,2.45,705,Carpool Service
4837,Lyft Line,303,303,2.09,508,Carpool Service
4843,Lyft Line,316,316,1.87,628,Carpool Service
4849,Lyft Line,324,324,2.84,790,Carpool Service
4855,Lyft Line,316,316,2.75,834,Carpool Service
4861,Lyft Line,308,308,1.71,631,Carpool Service
4867,Lyft Line,341,341,1.63,506,Carpool Service
4873,Lyft Line,318,318,2.6,735,Carpool Service
4879,Lyft Line,312,312,1.73,594,Carpool Service
4885,Lyft Line,577,577,2.56,620,Carpool Service
4891,Lyft Line,306,306,1.74,486,Carpool Service
4897,Lyft Line,588,588,2.26,736,Carpool Service
4903,Lyft Line,304,304,1.66,535,Carpool Service
4909,Lyft Line,442,442,1.79,488,Carpool Service
4915,Lyft Line,528,528,1.8,528,Carpool Service
4921,Lyft Line,303,303,1.69,549,Carpool Service
4927,Lyft Line,1080,1080,2.8,797,Carpool Service
4933,Lyft Line,837,837,1.38,507,Carpool Service
4939,Lyft Line,737,737,2.98,691,Carpool Service
4945,Lyft Line,821,821,1.73,631,Carpool Service
4951,Lyft Line,306,306,1.82,516,Carpool Service
4957,Lyft Line,306,306,2.13,509,Carpool Service
4963,Lyft Line,325,325,2.52,823,Carpool Service
4969,Lyft Line,316,316,2.67,763,Carpool Service
4975,Lyft Line,304,304,2.44,759,Carpool Service
4981,Lyft Line,328,328,2.99,673,Carpool Service
4987,Lyft Line,305,305,2.0,622,Carpool Service
4993,Lyft Line,773,773,3.35,826,Carpool Service
4999,Lyft Line,306,306,1.8,521,Carpool Service
5005,Lyft Line,323,323,2.8,701,Carpool Service
5011,Lyft Line,305,305,1.92,802,Carpool Service
5017,Lyft Line,308,308,2.52,760,Carpool Service
5023,Lyft Line,311,311,1.73,585,Carpool Service
5029,Lyft Line,325,325,2.79,721,Carpool Service
5035,Lyft Line,348,348,1.54,539,Carpool Service
5041,Lyft Line,305,305,1.93,465,Carpool Service
5047,Lyft Line,323,323,1.99,706,Carpool Service
5053,Lyft Line,697,697,3.86,746,Carpool Service
5059,Lyft Line,318,318,2.64,791,Carpool Service
5065,Lyft Line,303,303,2.33,625,Carpool Service
5071,Lyft Line,310,310,2.12,604,Carpool Service
5077,Lyft Line,550,550,3.14,821,Carpool Service
5083,Lyft Line,300,300,1.62,544,Carpool Service
5089,Lyft Line,391,391,1.46,516,Carpool Service
5095,Lyft Line,768,768,2.68,673,Carpool Service
5101,Lyft Line,316,316,2.18,577,Carpool Service
5107,Lyft Line,651,651,3.33,914,Carpool Service
5113,Lyft Line,714,714,3.48,923,Carpool Service
5119,Lyft Line,311,311,1.83,674,Carpool Service
5125,Lyft Line,302,302,2.18,535,Carpool Service
5131,Lyft Line,310,310,2.01,418,Carpool Service
5137,Lyft Line,434,434,1.47,506,Carpool Service
5143,Lyft Line,890,890,2.86,695,Carpool Service
5149,Lyft Line,629,629,3.35,862,Carpool Service
5155,Lyft Line,761,761,1.87,675,Carpool Service
5161,Lyft Line,308,308,1.85,551,Carpool Service
5167,Lyft Line,512,512,1.96,805,Carpool Service
5173,Lyft Line,309,309,2.38,717,Carpool Service
5179,Lyft Line,333,333,2.01,601,Carpool Service
5185,Lyft Line,359,359,2.2,639,Carpool Service
5191,Lyft Line,728,728,1.63,512,Carpool Service
5197,Lyft Line,806,806,2.27,689,Carpool Service
5203,Lyft Line,1300,1300,3.32,1106,Carpool Service
5209,Lyft Line,576,576,2.36,688,Carpool Service
5215,Lyft Line,715,715,1.8,632,Carpool Service
5221,Lyft Line,307,307,1.83,632,Carpool Service
5227,Lyft Line,814,814,3.99,1036,Carpool Service
5233,Lyft Line,312,312,2.03,748,Carpool Service
5239,Lyft Line,1006,1006,2.77,839,Carpool Service
5245,Lyft Line,768,768,2.69,675,Carpool Service
5251,Lyft Line,308,308,2.51,668,Carpool Service
5257,Lyft Line,300,300,2.22,718,Carpool Service
5263,Lyft Line,701,701,2.35,795,Carpool Service
5269,Lyft Line,742,742,2.75,704,Carpool Service
5275,Lyft Line,370,370,3.09,813,Carpool Service
5281,Lyft Line,582,582,2.92,727,Carpool Service
5287,Lyft Line,367,367,1.56,508,Carpool Service
5293,Lyft Line,306,306,2.34,717,Carpool Service
5299,Lyft Line,318,318,2.31,541,Carpool Service
5305,Lyft Line,319,319,2.39,665,Carpool Service
5311,Lyft Line,308,308,2.21,569,Carpool Service
5317,Lyft Line,369,369,1.63,500,Carpool Service
5323,Lyft Line,310,310,2.37,669,Carpool Service
5329,Lyft Line,319,319,2.39,665,Carpool Service
5335,Lyft Line,604,604,2.96,773,Carpool Service
5341,Lyft Line,580,580,2.36,674,Carpool Service
5347,Lyft Line,796,796,4.02,946,Carpool Service
5353,Lyft Line,313,313,2.39,692,Carpool Service
5359,Lyft Line,330,330,2.67,815,Carpool Service
5365,Lyft Line,724,724,3.7,903,Carpool Service
5371,Lyft Line,322,322,2.46,574,Carpool Service
5377,Lyft Line,330,330,2.73,789,Carpool Service
5383,Lyft Line,818,818,2.91,977,Carpool Service
5389,Lyft Line,964,964,3.2,771,Carpool Service
5395,Lyft Line,880,880,3.16,959,Carpool Service
5401,Lyft Line,513,513,3.19,876,Carpool Service
5407,Lyft Line,309,309,2.21,575,Carpool Service
5413,Lyft Line,313,313,2.34,493,Carpool Service
5419,Lyft Line,306,306,2.19,773,Carpool Service
5425,Lyft Line,319,319,2.21,663,Carpool Service
5431,Lyft Line,325,325,2.55,808,Carpool Service
5437,Lyft Line,321,321,2.11,707,Carpool Service
5443,Lyft Line,728,728,3.47,956,Carpool Service
5449,Lyft Line,316,316,2.73,671,Carpool Service
5455,Lyft Line,310,310,2.64,643,Carpool Service
5461,Lyft Line,382,382,1.58,504,Carpool Service
5467,Lyft Line,310,310,2.1,629,Carpool Service
5473,Lyft Line,307,307,2.44,694,Carpool Service
5479,Lyft Line,306,306,1.33,702,Carpool Service
5485,Lyft Line,309,309,2.23,491,Carpool Service
5491,Lyft Line,314,314,2.32,577,Carpool Service
5497,Lyft Line,308,308,2.52,761,Carpool Service
5503,Lyft Line,432,432,1.54,475,Carpool Service
5509,Lyft Line,300,300,1.74,504,Carpool Service
5515,Lyft Line,311,311,1.97,674,Carpool Service
